CodigoArticulo,LLAVE,VALUE
AB000038,Descripcion   ,Closet
AB000038,Linea         ,Muebles
AB000038,CostoPromedio ,3599.0
AB000038,CodigoCliente ,VW35514
AB000038,NombreCliente ,Odio Inc.
AB000038,CodigoTienda  ,T41
AB000038,NombreTienda  ,Tienda 43
AB000038,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000038,Region        ,Norte
AB000038,Departamento  ,Chiquimula
AB000038,CodigoPlanta  ,P7
AB000038,NombrePlanta  ,Planta 7
AB000038,Region_1      ,Sur
AB000038,Departamento_1,Retalhuleu
AB000038,cantidad      ,11.0
AB000038,precio        ,5398.5
AB000038,costo         ,5074.59
AB000038,fecha         ,Thu Feb 01 00:00:00 CST 2007
AB000039,Descripcion   ,Mesa de noche
AB000039,Linea         ,Muebles
AB000039,CostoPromedio ,560.0
AB000039,CodigoCliente ,X998772
AB000039,NombreCliente ,Tatiana Jordan
AB000039,CodigoTienda  ,T7
AB000039,NombreTienda  ,Tienda 43
AB000039,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000039,Region        ,Norte
AB000039,Departamento  ,Chiquimula
AB000039,CodigoPlanta  ,P8
AB000039,NombrePlanta  ,Planta 8
AB000039,Region_1      ,Sur
AB000039,Departamento_1,San Marcos
AB000039,cantidad      ,24.0
AB000039,precio        ,840.0
AB000039,costo         ,546.0
AB000039,fecha         ,Fri Sep 01 00:00:00 CST 2006
AB000039,Descripcion   ,Mesa de noche
AB000039,Linea         ,Muebles
AB000039,CostoPromedio ,560.0
AB000039,CodigoCliente ,KL25699
AB000039,NombreCliente ,Ornare Egestas Ligula Limited
AB000039,CodigoTienda  ,T30
AB000039,NombreTienda  ,Tienda 43
AB000039,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000039,Region        ,Norte
AB000039,Departamento  ,Chiquimula
AB000039,CodigoPlanta  ,P8
AB000039,NombrePlanta  ,Planta 8
AB000039,Region_1      ,Sur
AB000039,Departamento_1,San Marcos
AB000039,cantidad      ,15.0
AB000039,precio        ,840.0
AB000039,costo         ,562.8
AB000039,fecha         ,Tue Feb 01 00:00:00 CST 2005
AB000040,Descripcion   ,Computadora
AB000040,Linea         ,Electronicos
AB000040,CostoPromedio ,6550.0
AB000040,CodigoCliente ,V177975
AB000040,NombreCliente ,Hakeem Stephens
AB000040,CodigoTienda  ,T19
AB000040,NombreTienda  ,Tienda 5
AB000040,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000040,Region        ,Norte
AB000040,Departamento  ,Baja Verapaz
AB000040,CodigoPlanta  ,P3
AB000040,NombrePlanta  ,Planta 3
AB000040,Region_1      ,Norte
AB000040,Departamento_1,El Progreso
AB000040,cantidad      ,8.0
AB000040,precio        ,9825.0
AB000040,costo         ,6779.25
AB000040,fecha         ,Wed Mar 01 00:00:00 CST 2017
AB000040,Descripcion   ,Computadora
AB000040,Linea         ,Electronicos
AB000040,CostoPromedio ,6550.0
AB000040,CodigoCliente ,R586843
AB000040,NombreCliente ,Evangeline Dorsey
AB000040,CodigoTienda  ,T16
AB000040,NombreTienda  ,Tienda 5
AB000040,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000040,Region        ,Norte
AB000040,Departamento  ,Baja Verapaz
AB000040,CodigoPlanta  ,P1
AB000040,NombrePlanta  ,Planta 1
AB000040,Region_1      ,Norte
AB000040,Departamento_1,Guatemala
AB000040,cantidad      ,14.0
AB000040,precio        ,9825.0
AB000040,costo         ,7958.25
AB000040,fecha         ,Fri Jul 01 00:00:00 CST 2011
AB000040,Descripcion   ,Computadora
AB000040,Linea         ,Electronicos
AB000040,CostoPromedio ,6550.0
AB000040,CodigoCliente ,FG13627
AB000040,NombreCliente ,Nulla Interdum Curabitur Incorporated
AB000040,CodigoTienda  ,T12
AB000040,NombreTienda  ,Tienda 5
AB000040,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000040,Region        ,Norte
AB000040,Departamento  ,Baja Verapaz
AB000040,CodigoPlanta  ,P3
AB000040,NombrePlanta  ,Planta 3
AB000040,Region_1      ,Norte
AB000040,Departamento_1,El Progreso
AB000040,cantidad      ,21.0
AB000040,precio        ,9825.0
AB000040,costo         ,7761.75
AB000040,fecha         ,Tue Dec 01 00:00:00 CST 2015
AB000041,Descripcion   ,Laptop HP
AB000041,Linea         ,Electronicos
AB000041,CostoPromedio ,5625.0
AB000041,CodigoCliente ,MX75714
AB000041,NombreCliente ,Duis Company
AB000041,CodigoTienda  ,T2
AB000041,NombreTienda  ,Tienda 22
AB000041,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000041,Region        ,Norte
AB000041,Departamento  ,Baja Verapaz
AB000041,CodigoPlanta  ,P9
AB000041,NombrePlanta  ,Planta 9
AB000041,Region_1      ,Norte
AB000041,Departamento_1,Izabal
AB000041,cantidad      ,19.0
AB000041,precio        ,8437.5
AB000041,costo         ,6243.75
AB000041,fecha         ,Sun Mar 01 00:00:00 CST 2009
AB000042,Descripcion   ,Laptop DELL
AB000042,Linea         ,Electronicos
AB000042,CostoPromedio ,5400.0
AB000042,CodigoCliente ,W559969
AB000042,NombreCliente ,Amal Hatfield
AB000042,CodigoTienda  ,T43
AB000042,NombreTienda  ,Tienda 43
AB000042,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000042,Region        ,Norte
AB000042,Departamento  ,Chiquimula
AB000042,CodigoPlanta  ,P7
AB000042,NombrePlanta  ,Planta 7
AB000042,Region_1      ,Sur
AB000042,Departamento_1,Retalhuleu
AB000042,cantidad      ,16.0
AB000042,precio        ,8100.0
AB000042,costo         ,7938.0
AB000042,fecha         ,Mon Mar 01 00:00:00 CST 2010
AB000042,Descripcion   ,Laptop DELL
AB000042,Linea         ,Electronicos
AB000042,CostoPromedio ,5400.0
AB000042,CodigoCliente ,B161629
AB000042,NombreCliente ,Odysseus Lara
AB000042,CodigoTienda  ,T37
AB000042,NombreTienda  ,Tienda 43
AB000042,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000042,Region        ,Norte
AB000042,Departamento  ,Chiquimula
AB000042,CodigoPlanta  ,P7
AB000042,NombrePlanta  ,Planta 7
AB000042,Region_1      ,Sur
AB000042,Departamento_1,Retalhuleu
AB000042,cantidad      ,7.0
AB000042,precio        ,8100.0
AB000042,costo         ,7047.0
AB000042,fecha         ,Wed Feb 01 00:00:00 CST 2006
AB000042,Descripcion   ,Laptop DELL
AB000042,Linea         ,Electronicos
AB000042,CostoPromedio ,5400.0
AB000042,CodigoCliente ,P476591
AB000042,NombreCliente ,Clarke Delaney
AB000042,CodigoTienda  ,T13
AB000042,NombreTienda  ,Tienda 5
AB000042,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000042,Region        ,Norte
AB000042,Departamento  ,Baja Verapaz
AB000042,CodigoPlanta  ,P2
AB000042,NombrePlanta  ,Planta 2
AB000042,Region_1      ,Norte
AB000042,Departamento_1,Escuintla
AB000042,cantidad      ,1.0
AB000042,precio        ,8100.0
AB000042,costo         ,4455.0
AB000042,fecha         ,Thu Mar 01 00:00:00 CST 2012
AB000043,Descripcion   ,Telefono Huawei
AB000043,Linea         ,Electronicos
AB000043,CostoPromedio ,2890.0
AB000043,CodigoCliente ,K591485
AB000043,NombreCliente ,Oren Lamb
AB000043,CodigoTienda  ,T43
AB000043,NombreTienda  ,Tienda 43
AB000043,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000043,Region        ,Norte
AB000043,Departamento  ,Chiquimula
AB000043,CodigoPlanta  ,P9
AB000043,NombrePlanta  ,Planta 9
AB000043,Region_1      ,Norte
AB000043,Departamento_1,Izabal
AB000043,cantidad      ,22.0
AB000043,precio        ,4335.0
AB000043,costo         ,4118.25
AB000043,fecha         ,Thu Jun 01 00:00:00 CST 2006
AB000043,Descripcion   ,Telefono Huawei
AB000043,Linea         ,Electronicos
AB000043,CostoPromedio ,2890.0
AB000043,CodigoCliente ,TT58856
AB000043,NombreCliente ,Vivamus Nisi Limited
AB000043,CodigoTienda  ,T30
AB000043,NombreTienda  ,Tienda 43
AB000043,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000043,Region        ,Norte
AB000043,Departamento  ,Chiquimula
AB000043,CodigoPlanta  ,P9
AB000043,NombrePlanta  ,Planta 9
AB000043,Region_1      ,Norte
AB000043,Departamento_1,Izabal
AB000043,cantidad      ,12.0
AB000043,precio        ,4335.0
AB000043,costo         ,4161.6
AB000043,fecha         ,Tue Nov 01 00:00:00 CST 2016
AB000044,Descripcion   ,212 VIP CLUB CAROLINA HERRERA DAMA TOILETTE 80
AB000044,Linea         ,Perfumeria
AB000044,CostoPromedio ,916.0
AB000044,CodigoCliente ,YV48515
AB000044,NombreCliente ,Euismod Enim Ltd
AB000044,CodigoTienda  ,T26
AB000044,NombreTienda  ,Tienda 42
AB000044,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000044,Region        ,Norte
AB000044,Departamento  ,Jalapa
AB000044,CodigoPlanta  ,P2
AB000044,NombrePlanta  ,Planta 2
AB000044,Region_1      ,Norte
AB000044,Departamento_1,Escuintla
AB000044,cantidad      ,3.0
AB000044,precio        ,1374.0
AB000044,costo         ,1030.5
AB000044,fecha         ,Sat Jul 01 00:00:00 CST 2017
AB000044,Descripcion   ,212 VIP CLUB CAROLINA HERRERA DAMA TOILETTE 80
AB000044,Linea         ,Perfumeria
AB000044,CostoPromedio ,916.0
AB000044,CodigoCliente ,FX58525
AB000044,NombreCliente ,Nunc Consulting
AB000044,CodigoTienda  ,T32
AB000044,NombreTienda  ,Tienda 43
AB000044,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000044,Region        ,Norte
AB000044,Departamento  ,Chiquimula
AB000044,CodigoPlanta  ,P4
AB000044,NombrePlanta  ,Planta 4
AB000044,Region_1      ,Sur
AB000044,Departamento_1,Zacapa
AB000044,cantidad      ,15.0
AB000044,precio        ,1374.0
AB000044,costo         ,824.4
AB000044,fecha         ,Sat May 01 00:00:00 CST 2010
AB000046,Descripcion   ,212 VIP WILD PARTY CAROLINA HERRERA DAMA PERFUME 100
AB000046,Linea         ,Perfumeria
AB000046,CostoPromedio ,980.0
AB000046,CodigoCliente ,H781414
AB000046,NombreCliente ,September Allison
AB000046,CodigoTienda  ,T8
AB000046,NombreTienda  ,Tienda 43
AB000046,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000046,Region        ,Norte
AB000046,Departamento  ,Chiquimula
AB000046,CodigoPlanta  ,P10
AB000046,NombrePlanta  ,Planta 1
AB000046,Region_1      ,Norte
AB000046,Departamento_1,Guatemala
AB000046,cantidad      ,14.0
AB000046,precio        ,1470.0
AB000046,costo         ,999.5999999999999
AB000046,fecha         ,Tue Mar 01 00:00:00 CST 2016
AB000046,Descripcion   ,212 VIP WILD PARTY CAROLINA HERRERA DAMA PERFUME 100
AB000046,Linea         ,Perfumeria
AB000046,CostoPromedio ,980.0
AB000046,CodigoCliente ,T359581
AB000046,NombreCliente ,Cecilia Stevenson
AB000046,CodigoTienda  ,T38
AB000046,NombreTienda  ,Tienda 43
AB000046,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000046,Region        ,Norte
AB000046,Departamento  ,Chiquimula
AB000046,CodigoPlanta  ,P5
AB000046,NombrePlanta  ,Planta 5
AB000046,Region_1      ,Norte
AB000046,Departamento_1,Petén
AB000046,cantidad      ,24.0
AB000046,precio        ,1470.0
AB000046,costo         ,970.2
AB000046,fecha         ,Tue Jan 01 00:00:00 CST 2008
AB000047,Descripcion   ,24 FAUBOURY HERMES DAMA TOILETTE 100
AB000047,Linea         ,Perfumeria
AB000047,CostoPromedio ,1250.0
AB000047,CodigoCliente ,L841256
AB000047,NombreCliente ,Kitra Hood
AB000047,CodigoTienda  ,T40
AB000047,NombreTienda  ,Tienda 43
AB000047,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000047,Region        ,Norte
AB000047,Departamento  ,Chiquimula
AB000047,CodigoPlanta  ,P10
AB000047,NombrePlanta  ,Planta 1
AB000047,Region_1      ,Norte
AB000047,Departamento_1,Guatemala
AB000047,cantidad      ,21.0
AB000047,precio        ,1875.0
AB000047,costo         ,1762.5
AB000047,fecha         ,Mon Aug 01 00:00:00 CST 2016
AB000047,Descripcion   ,24 FAUBOURY HERMES DAMA TOILETTE 100
AB000047,Linea         ,Perfumeria
AB000047,CostoPromedio ,1250.0
AB000047,CodigoCliente ,VV53934
AB000047,NombreCliente ,Iaculis Lacus Pede Corp.
AB000047,CodigoTienda  ,T2
AB000047,NombreTienda  ,Tienda 22
AB000047,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000047,Region        ,Norte
AB000047,Departamento  ,Baja Verapaz
AB000047,CodigoPlanta  ,P10
AB000047,NombrePlanta  ,Planta 1
AB000047,Region_1      ,Norte
AB000047,Departamento_1,Guatemala
AB000047,cantidad      ,9.0
AB000047,precio        ,1875.0
AB000047,costo         ,1818.75
AB000047,fecha         ,Tue Dec 01 00:00:00 CST 2015
AB000047,Descripcion   ,24 FAUBOURY HERMES DAMA TOILETTE 100
AB000047,Linea         ,Perfumeria
AB000047,CostoPromedio ,1250.0
AB000047,CodigoCliente ,CL79515
AB000047,NombreCliente ,Amet Nulla Donec LLP
AB000047,CodigoTienda  ,T18
AB000047,NombreTienda  ,Tienda 5
AB000047,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000047,Region        ,Norte
AB000047,Departamento  ,Baja Verapaz
AB000047,CodigoPlanta  ,P8
AB000047,NombrePlanta  ,Planta 8
AB000047,Region_1      ,Sur
AB000047,Departamento_1,San Marcos
AB000047,cantidad      ,12.0
AB000047,precio        ,1875.0
AB000047,costo         ,1068.75
AB000047,fecha         ,Thu May 01 00:00:00 CST 2008
AB000048,Descripcion   ,24K BRILLIANT GOLD MICHAEL KORS DAMA PERFUME 100
AB000048,Linea         ,Perfumeria
AB000048,CostoPromedio ,1250.0
AB000048,CodigoCliente ,X138467
AB000048,NombreCliente ,Fitzgerald Park
AB000048,CodigoTienda  ,T20
AB000048,NombreTienda  ,Tienda 42
AB000048,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000048,Region        ,Norte
AB000048,Departamento  ,Jalapa
AB000048,CodigoPlanta  ,P8
AB000048,NombrePlanta  ,Planta 8
AB000048,Region_1      ,Sur
AB000048,Departamento_1,San Marcos
AB000048,cantidad      ,14.0
AB000048,precio        ,1875.0
AB000048,costo         ,1050.0
AB000048,fecha         ,Tue Mar 01 00:00:00 CST 2016
AB000048,Descripcion   ,24K BRILLIANT GOLD MICHAEL KORS DAMA PERFUME 100
AB000048,Linea         ,Perfumeria
AB000048,CostoPromedio ,1250.0
AB000048,CodigoCliente ,D462748
AB000048,NombreCliente ,Chase Russell
AB000048,CodigoTienda  ,T28
AB000048,NombreTienda  ,Tienda 42
AB000048,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000048,Region        ,Norte
AB000048,Departamento  ,Jalapa
AB000048,CodigoPlanta  ,P1
AB000048,NombrePlanta  ,Planta 1
AB000048,Region_1      ,Norte
AB000048,Departamento_1,Guatemala
AB000048,cantidad      ,22.0
AB000048,precio        ,1875.0
AB000048,costo         ,1818.75
AB000048,fecha         ,Wed Feb 01 00:00:00 CST 2012
AB000049,Descripcion   ,273 FRED HAYMAN ?S DAMA PERFUME 75
AB000049,Linea         ,Perfumeria
AB000049,CostoPromedio ,431.0
AB000049,CodigoCliente ,T249684
AB000049,NombreCliente ,Channing Sawyer
AB000049,CodigoTienda  ,T40
AB000049,NombreTienda  ,Tienda 43
AB000049,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000049,Region        ,Norte
AB000049,Departamento  ,Chiquimula
AB000049,CodigoPlanta  ,P10
AB000049,NombrePlanta  ,Planta 1
AB000049,Region_1      ,Norte
AB000049,Departamento_1,Guatemala
AB000049,cantidad      ,19.0
AB000049,precio        ,646.5
AB000049,costo         ,633.57
AB000049,fecha         ,Sun Apr 01 00:00:00 CST 2007
AB000049,Descripcion   ,273 FRED HAYMAN ?S DAMA PERFUME 75
AB000049,Linea         ,Perfumeria
AB000049,CostoPromedio ,431.0
AB000049,CodigoCliente ,LE99274
AB000049,NombreCliente ,Curabitur Corporation
AB000049,CodigoTienda  ,T24
AB000049,NombreTienda  ,Tienda 42
AB000049,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000049,Region        ,Norte
AB000049,Departamento  ,Jalapa
AB000049,CodigoPlanta  ,P1
AB000049,NombrePlanta  ,Planta 1
AB000049,Region_1      ,Norte
AB000049,Departamento_1,Guatemala
AB000049,cantidad      ,14.0
AB000049,precio        ,646.5
AB000049,costo         ,594.78
AB000049,fecha         ,Thu Oct 01 00:00:00 CST 2015
AB000050,Descripcion   ,273 RED FRED HAYMAN ?S DAMA PERFUME 75
AB000050,Linea         ,Perfumeria
AB000050,CostoPromedio ,355.0
AB000050,CodigoCliente ,P656971
AB000050,NombreCliente ,Nina Odonnell
AB000050,CodigoTienda  ,T12
AB000050,NombreTienda  ,Tienda 5
AB000050,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000050,Region        ,Norte
AB000050,Departamento  ,Baja Verapaz
AB000050,CodigoPlanta  ,P5
AB000050,NombrePlanta  ,Planta 5
AB000050,Region_1      ,Norte
AB000050,Departamento_1,Petén
AB000050,cantidad      ,9.0
AB000050,precio        ,532.5
AB000050,costo         ,415.35
AB000050,fecha         ,Fri Jul 01 00:00:00 CST 2011
AB000050,Descripcion   ,273 RED FRED HAYMAN ?S DAMA PERFUME 75
AB000050,Linea         ,Perfumeria
AB000050,CostoPromedio ,355.0
AB000050,CodigoCliente ,TR98357
AB000050,NombreCliente ,Dui Fusce LLC
AB000050,CodigoTienda  ,T7
AB000050,NombreTienda  ,Tienda 43
AB000050,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000050,Region        ,Norte
AB000050,Departamento  ,Chiquimula
AB000050,CodigoPlanta  ,P6
AB000050,NombrePlanta  ,Planta 6
AB000050,Region_1      ,Occidente
AB000050,Departamento_1,Quetzaltenango
AB000050,cantidad      ,16.0
AB000050,precio        ,532.5
AB000050,costo         ,447.3
AB000050,fecha         ,Thu Dec 01 00:00:00 CST 2005
AB000050,Descripcion   ,273 RED FRED HAYMAN ?S DAMA PERFUME 75
AB000050,Linea         ,Perfumeria
AB000050,CostoPromedio ,355.0
AB000050,CodigoCliente ,LQ88229
AB000050,NombreCliente ,Augue Ut Lacus Associates
AB000050,CodigoTienda  ,T34
AB000050,NombreTienda  ,Tienda 43
AB000050,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000050,Region        ,Norte
AB000050,Departamento  ,Chiquimula
AB000050,CodigoPlanta  ,P3
AB000050,NombrePlanta  ,Planta 3
AB000050,Region_1      ,Norte
AB000050,Departamento_1,El Progreso
AB000050,cantidad      ,19.0
AB000050,precio        ,532.5
AB000050,costo         ,521.85
AB000050,fecha         ,Thu Dec 01 00:00:00 CST 2011
AB000051,Descripcion   ,360 PERRY ELLIS DAMA TOILETTE 100
AB000051,Linea         ,Perfumeria
AB000051,CostoPromedio ,390.0
AB000051,CodigoCliente ,N349336
AB000051,NombreCliente ,Raven Henderson
AB000051,CodigoTienda  ,T13
AB000051,NombreTienda  ,Tienda 5
AB000051,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000051,Region        ,Norte
AB000051,Departamento  ,Baja Verapaz
AB000051,CodigoPlanta  ,P7
AB000051,NombrePlanta  ,Planta 7
AB000051,Region_1      ,Sur
AB000051,Departamento_1,Retalhuleu
AB000051,cantidad      ,21.0
AB000051,precio        ,585.0
AB000051,costo         ,479.7
AB000051,fecha         ,Fri Jan 01 00:00:00 CST 2010
AB000051,Descripcion   ,360 PERRY ELLIS DAMA TOILETTE 100
AB000051,Linea         ,Perfumeria
AB000051,CostoPromedio ,390.0
AB000051,CodigoCliente ,E628927
AB000051,NombreCliente ,Alma Ballard
AB000051,CodigoTienda  ,T34
AB000051,NombreTienda  ,Tienda 43
AB000051,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000051,Region        ,Norte
AB000051,Departamento  ,Chiquimula
AB000051,CodigoPlanta  ,P3
AB000051,NombrePlanta  ,Planta 3
AB000051,Region_1      ,Norte
AB000051,Departamento_1,El Progreso
AB000051,cantidad      ,15.0
AB000051,precio        ,585.0
AB000051,costo         ,497.25
AB000051,fecha         ,Tue Apr 01 00:00:00 CST 2014
AB000051,Descripcion   ,360 PERRY ELLIS DAMA TOILETTE 100
AB000051,Linea         ,Perfumeria
AB000051,CostoPromedio ,390.0
AB000051,CodigoCliente ,F298425
AB000051,NombreCliente ,Pamela Richard
AB000051,CodigoTienda  ,T7
AB000051,NombreTienda  ,Tienda 43
AB000051,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000051,Region        ,Norte
AB000051,Departamento  ,Chiquimula
AB000051,CodigoPlanta  ,P10
AB000051,NombrePlanta  ,Planta 1
AB000051,Region_1      ,Norte
AB000051,Departamento_1,Guatemala
AB000051,cantidad      ,2.0
AB000051,precio        ,585.0
AB000051,costo         ,362.7
AB000051,fecha         ,Sun Jun 01 00:00:00 CST 2014
AB000051,Descripcion   ,360 PERRY ELLIS DAMA TOILETTE 100
AB000051,Linea         ,Perfumeria
AB000051,CostoPromedio ,390.0
AB000051,CodigoCliente ,SV76623
AB000051,NombreCliente ,Sem LLC
AB000051,CodigoTienda  ,T28
AB000051,NombreTienda  ,Tienda 42
AB000051,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000051,Region        ,Norte
AB000051,Departamento  ,Jalapa
AB000051,CodigoPlanta  ,P6
AB000051,NombrePlanta  ,Planta 6
AB000051,Region_1      ,Occidente
AB000051,Departamento_1,Quetzaltenango
AB000051,cantidad      ,15.0
AB000051,precio        ,585.0
AB000051,costo         ,327.6
AB000051,fecha         ,Sun Dec 01 00:00:00 CST 2013
AB000051,Descripcion   ,360 PERRY ELLIS DAMA TOILETTE 100
AB000051,Linea         ,Perfumeria
AB000051,CostoPromedio ,390.0
AB000051,CodigoCliente ,BU53438
AB000051,NombreCliente ,Luctus Company
AB000051,CodigoTienda  ,T2
AB000051,NombreTienda  ,Tienda 22
AB000051,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000051,Region        ,Norte
AB000051,Departamento  ,Baja Verapaz
AB000051,CodigoPlanta  ,P7
AB000051,NombrePlanta  ,Planta 7
AB000051,Region_1      ,Sur
AB000051,Departamento_1,Retalhuleu
AB000051,cantidad      ,5.0
AB000051,precio        ,585.0
AB000051,costo         ,532.35
AB000051,fecha         ,Sat Jul 01 00:00:00 CST 2017
AB000052,Descripcion   ,360 BLACK PERRY ELLIS DAMA PERFUME 100
AB000052,Linea         ,Perfumeria
AB000052,CostoPromedio ,376.0
AB000052,CodigoCliente ,NW63423
AB000052,NombreCliente ,Pellentesque A Ltd
AB000052,CodigoTienda  ,T42
AB000052,NombreTienda  ,Tienda 43
AB000052,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000052,Region        ,Norte
AB000052,Departamento  ,Chiquimula
AB000052,CodigoPlanta  ,P3
AB000052,NombrePlanta  ,Planta 3
AB000052,Region_1      ,Norte
AB000052,Departamento_1,El Progreso
AB000052,cantidad      ,13.0
AB000052,precio        ,564.0
AB000052,costo         ,298.92
AB000052,fecha         ,Tue Jul 01 00:00:00 CST 2008
AB000052,Descripcion   ,360 BLACK PERRY ELLIS DAMA PERFUME 100
AB000052,Linea         ,Perfumeria
AB000052,CostoPromedio ,376.0
AB000052,CodigoCliente ,LB17499
AB000052,NombreCliente ,Sed Dictum Ltd
AB000052,CodigoTienda  ,T40
AB000052,NombreTienda  ,Tienda 43
AB000052,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000052,Region        ,Norte
AB000052,Departamento  ,Chiquimula
AB000052,CodigoPlanta  ,P3
AB000052,NombrePlanta  ,Planta 3
AB000052,Region_1      ,Norte
AB000052,Departamento_1,El Progreso
AB000052,cantidad      ,22.0
AB000052,precio        ,564.0
AB000052,costo         ,445.56
AB000052,fecha         ,Tue Jun 01 00:00:00 CST 2010
AB000053,Descripcion   ,360 BLUE PERRY ELLIS DAMA PERFUME 100
AB000053,Linea         ,Perfumeria
AB000053,CostoPromedio ,455.0
AB000053,CodigoCliente ,W344252
AB000053,NombreCliente ,Aaron Salazar
AB000053,CodigoTienda  ,T32
AB000053,NombreTienda  ,Tienda 43
AB000053,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000053,Region        ,Norte
AB000053,Departamento  ,Chiquimula
AB000053,CodigoPlanta  ,P3
AB000053,NombrePlanta  ,Planta 3
AB000053,Region_1      ,Norte
AB000053,Departamento_1,El Progreso
AB000053,cantidad      ,24.0
AB000053,precio        ,682.5
AB000053,costo         ,498.225
AB000053,fecha         ,Fri Oct 01 00:00:00 CST 2010
AB000053,Descripcion   ,360 BLUE PERRY ELLIS DAMA PERFUME 100
AB000053,Linea         ,Perfumeria
AB000053,CostoPromedio ,455.0
AB000053,CodigoCliente ,PP58745
AB000053,NombreCliente ,Nostra Per Inceptos Foundation
AB000053,CodigoTienda  ,T28
AB000053,NombreTienda  ,Tienda 42
AB000053,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000053,Region        ,Norte
AB000053,Departamento  ,Jalapa
AB000053,CodigoPlanta  ,P4
AB000053,NombrePlanta  ,Planta 4
AB000053,Region_1      ,Sur
AB000053,Departamento_1,Zacapa
AB000053,cantidad      ,9.0
AB000053,precio        ,682.5
AB000053,costo         ,395.85
AB000053,fecha         ,Sat Oct 01 00:00:00 CST 2016
AB000054,Descripcion   ,360 COLLECTION PERRY ELLIS DAMA PERFUME 100
AB000054,Linea         ,Perfumeria
AB000054,CostoPromedio ,571.0
AB000054,CodigoCliente ,ZJ26397
AB000054,NombreCliente ,Vivamus Foundation
AB000054,CodigoTienda  ,T18
AB000054,NombreTienda  ,Tienda 5
AB000054,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000054,Region        ,Norte
AB000054,Departamento  ,Baja Verapaz
AB000054,CodigoPlanta  ,P10
AB000054,NombrePlanta  ,Planta 1
AB000054,Region_1      ,Norte
AB000054,Departamento_1,Guatemala
AB000054,cantidad      ,4.0
AB000054,precio        ,856.5
AB000054,costo         ,522.4649999999999
AB000054,fecha         ,Thu Mar 01 00:00:00 CST 2012
AB000055,Descripcion   ,360 CORAL PERRY ELLIS DAMA PERFUME 100
AB000055,Linea         ,Perfumeria
AB000055,CostoPromedio ,540.0
AB000055,CodigoCliente ,A583229
AB000055,NombreCliente ,Conan Hernandez
AB000055,CodigoTienda  ,T2
AB000055,NombreTienda  ,Tienda 22
AB000055,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000055,Region        ,Norte
AB000055,Departamento  ,Baja Verapaz
AB000055,CodigoPlanta  ,P8
AB000055,NombrePlanta  ,Planta 8
AB000055,Region_1      ,Sur
AB000055,Departamento_1,San Marcos
AB000055,cantidad      ,23.0
AB000055,precio        ,810.0
AB000055,costo         ,486.0
AB000055,fecha         ,Mon Feb 01 00:00:00 CST 2010
AB000055,Descripcion   ,360 CORAL PERRY ELLIS DAMA PERFUME 100
AB000055,Linea         ,Perfumeria
