CodigoArticulo,LLAVE,VALUE
AB000041,Departamento  ,Sacatepéquez                                                            
AB000041,CodigoPlanta  ,P10                                                                     
AB000041,NombrePlanta  ,Planta 1                                                                
AB000041,Region_1      ,Norte                                                                   
AB000041,Departamento_1,Guatemala                                                               
AB000041,cantidad      ,24                                                                      
AB000041,precio        ,8437.5                                                                  
AB000041,costo         ,7171.875                                                                
AB000041,fecha         ,Tue Nov 01 00:00:00 CST 2016                                            
AB000042,Descripcion   ,Laptop DELL                                                             
AB000042,Linea         ,Electronicos                                                            
AB000042,CostoPromedio ,5400                                                                    
AB000042,CodigoCliente ,G696431                                                                 
AB000042,NombreCliente ,Audra Oneal                                                             
AB000042,CodigoTienda  ,T23                                                                     
AB000042,NombreTienda  ,Tienda 42                                                               
AB000042,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000042,Region        ,Sur                                                                     
AB000042,Departamento  ,Sacatepéquez                                                            
AB000042,CodigoPlanta  ,P4                                                                      
AB000042,NombrePlanta  ,Planta 4                                                                
AB000042,Region_1      ,Sur                                                                     
AB000042,Departamento_1,Zacapa                                                                  
AB000042,cantidad      ,7                                                                       
AB000042,precio        ,8100.0                                                                  
AB000042,costo         ,6399.0                                                                  
AB000042,fecha         ,Fri Apr 01 00:00:00 CST 2011                                            
AB000042,Descripcion   ,Laptop DELL                                                             
AB000042,Linea         ,Electronicos                                                            
AB000042,CostoPromedio ,5400                                                                    
AB000042,CodigoCliente ,MZ65188                                                                 
AB000042,NombreCliente ,Elementum At Egestas Company                                            
AB000042,CodigoTienda  ,T31                                                                     
AB000042,NombreTienda  ,Tienda 43                                                               
AB000042,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000042,Region        ,Norte                                                                   
AB000042,Departamento  ,Huehuetenango                                                           
AB000042,CodigoPlanta  ,P1                                                                      
AB000042,NombrePlanta  ,Planta 1                                                                
AB000042,Region_1      ,Norte                                                                   
AB000042,Departamento_1,Guatemala                                                               
AB000042,cantidad      ,21                                                                      
AB000042,precio        ,8100.0                                                                  
AB000042,costo         ,5184.0                                                                  
AB000042,fecha         ,Thu Nov 01 00:00:00 CST 2012                                            
AB000042,Descripcion   ,Laptop DELL                                                             
AB000042,Linea         ,Electronicos                                                            
AB000042,CostoPromedio ,5400                                                                    
AB000042,CodigoCliente ,YR18376                                                                 
AB000042,NombreCliente ,Orci LLC                                                                
AB000042,CodigoTienda  ,T39                                                                     
AB000042,NombreTienda  ,Tienda 43                                                               
AB000042,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000042,Region        ,Norte                                                                   
AB000042,Departamento  ,Huehuetenango                                                           
AB000042,CodigoPlanta  ,P5                                                                      
AB000042,NombrePlanta  ,Planta 5                                                                
AB000042,Region_1      ,Norte                                                                   
AB000042,Departamento_1,Petén                                                                   
AB000042,cantidad      ,19                                                                      
AB000042,precio        ,8100.0                                                                  
AB000042,costo         ,5265.0                                                                  
AB000042,fecha         ,Wed Oct 01 00:00:00 CST 2014                                            
AB000045,Descripcion   ,212 VIP ROSE CAROLINA HERRERA DAMA PERFUME 80                           
AB000045,Linea         ,Perfumeria                                                              
AB000045,CostoPromedio ,990                                                                     
AB000045,CodigoCliente ,Y371742                                                                 
AB000045,NombreCliente ,Cassandra Hoover                                                        
AB000045,CodigoTienda  ,T1                                                                      
AB000045,NombreTienda  ,Tienda 5                                                                
AB000045,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000045,Region        ,Sur                                                                     
AB000045,Departamento  ,Sacatepéquez                                                            
AB000045,CodigoPlanta  ,P1                                                                      
AB000045,NombrePlanta  ,Planta 1                                                                
AB000045,Region_1      ,Norte                                                                   
AB000045,Departamento_1,Guatemala                                                               
AB000045,cantidad      ,12                                                                      
AB000045,precio        ,1485.0                                                                  
AB000045,costo         ,1395.9                                                                  
AB000045,fecha         ,Thu Jun 01 00:00:00 CST 2006                                            
AB000045,Descripcion   ,212 VIP ROSE CAROLINA HERRERA DAMA PERFUME 80                           
AB000045,Linea         ,Perfumeria                                                              
AB000045,CostoPromedio ,990                                                                     
AB000045,CodigoCliente ,H162238                                                                 
AB000045,NombreCliente ,Hillary Hale                                                            
AB000045,CodigoTienda  ,T33                                                                     
AB000045,NombreTienda  ,Tienda 43                                                               
AB000045,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000045,Region        ,Norte                                                                   
AB000045,Departamento  ,Huehuetenango                                                           
AB000045,CodigoPlanta  ,P4                                                                      
AB000045,NombrePlanta  ,Planta 4                                                                
AB000045,Region_1      ,Sur                                                                     
AB000045,Departamento_1,Zacapa                                                                  
AB000045,cantidad      ,3                                                                       
AB000045,precio        ,1485.0                                                                  
AB000045,costo         ,1291.95                                                                 
AB000045,fecha         ,Thu Jan 01 00:00:00 CST 2015                                            
AB000045,Descripcion   ,212 VIP ROSE CAROLINA HERRERA DAMA PERFUME 80                           
AB000045,Linea         ,Perfumeria                                                              
AB000045,CostoPromedio ,990                                                                     
AB000045,CodigoCliente ,KS15919                                                                 
AB000045,NombreCliente ,Feugiat Corp.                                                           
AB000045,CodigoTienda  ,T5                                                                      
AB000045,NombreTienda  ,Tienda 43                                                               
AB000045,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000045,Region        ,Norte                                                                   
AB000045,Departamento  ,Huehuetenango                                                           
AB000045,CodigoPlanta  ,P2                                                                      
AB000045,NombrePlanta  ,Planta 2                                                                
AB000045,Region_1      ,Norte                                                                   
AB000045,Departamento_1,Escuintla                                                               
AB000045,cantidad      ,6                                                                       
AB000045,precio        ,1485.0                                                                  
AB000045,costo         ,1202.85                                                                 
AB000045,fecha         ,Sun Feb 01 00:00:00 CST 2009                                            
AB000045,Descripcion   ,212 VIP ROSE CAROLINA HERRERA DAMA PERFUME 80                           
AB000045,Linea         ,Perfumeria                                                              
AB000045,CostoPromedio ,990                                                                     
AB000045,CodigoCliente ,WX37251                                                                 
AB000045,NombreCliente ,Pretium Aliquet Metus Incorporated                                      
AB000045,CodigoTienda  ,T4                                                                      
AB000045,NombreTienda  ,Tienda 43                                                               
AB000045,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000045,Region        ,Norte                                                                   
AB000045,Departamento  ,Huehuetenango                                                           
AB000045,CodigoPlanta  ,P5                                                                      
AB000045,NombrePlanta  ,Planta 5                                                                
AB000045,Region_1      ,Norte                                                                   
AB000045,Departamento_1,Petén                                                                   
AB000045,cantidad      ,18                                                                      
AB000045,precio        ,1485.0                                                                  
AB000045,costo         ,1425.6                                                                  
AB000045,fecha         ,Thu Nov 01 00:00:00 CST 2012                                            
AB000045,Descripcion   ,212 VIP ROSE CAROLINA HERRERA DAMA PERFUME 80                           
AB000045,Linea         ,Perfumeria                                                              
AB000045,CostoPromedio ,990                                                                     
AB000045,CodigoCliente ,BU53438                                                                 
AB000045,NombreCliente ,Luctus Company                                                          
AB000045,CodigoTienda  ,T11                                                                     
AB000045,NombreTienda  ,Tienda 5                                                                
AB000045,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000045,Region        ,Sur                                                                     
AB000045,Departamento  ,Sacatepéquez                                                            
AB000045,CodigoPlanta  ,P2                                                                      
AB000045,NombrePlanta  ,Planta 2                                                                
AB000045,Region_1      ,Norte                                                                   
AB000045,Departamento_1,Escuintla                                                               
AB000045,cantidad      ,25                                                                      
AB000045,precio        ,1485.0                                                                  
AB000045,costo         ,1366.2                                                                  
AB000045,fecha         ,Mon Aug 01 00:00:00 CST 2011                                            
AB000046,Descripcion   ,212 VIP WILD PARTY CAROLINA HERRERA DAMA PERFUME 100                    
AB000046,Linea         ,Perfumeria                                                              
AB000046,CostoPromedio ,980                                                                     
AB000046,CodigoCliente ,Z499617                                                                 
AB000046,NombreCliente ,Wesley England                                                          
AB000046,CodigoTienda  ,T19                                                                     
AB000046,NombreTienda  ,Tienda 5                                                                
AB000046,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000046,Region        ,Sur                                                                     
AB000046,Departamento  ,Sacatepéquez                                                            
AB000046,CodigoPlanta  ,P3                                                                      
AB000046,NombrePlanta  ,Planta 3                                                                
AB000046,Region_1      ,Norte                                                                   
AB000046,Departamento_1,El Progreso                                                             
AB000046,cantidad      ,19                                                                      
AB000046,precio        ,1470.0                                                                  
AB000046,costo         ,1190.7                                                                  
AB000046,fecha         ,Fri Jan 01 00:00:00 CST 2010                                            
AB000047,Descripcion   ,24 FAUBOURY HERMES DAMA TOILETTE 100                                    
AB000047,Linea         ,Perfumeria                                                              
AB000047,CostoPromedio ,1250                                                                    
AB000047,CodigoCliente ,MU68338                                                                 
AB000047,NombreCliente ,Rhoncus Nullam PC                                                       
AB000047,CodigoTienda  ,T37                                                                     
AB000047,NombreTienda  ,Tienda 43                                                               
AB000047,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000047,Region        ,Norte                                                                   
AB000047,Departamento  ,Huehuetenango                                                           
AB000047,CodigoPlanta  ,P3                                                                      
AB000047,NombrePlanta  ,Planta 3                                                                
AB000047,Region_1      ,Norte                                                                   
AB000047,Departamento_1,El Progreso                                                             
AB000047,cantidad      ,17                                                                      
AB000047,precio        ,1875.0                                                                  
AB000047,costo         ,1031.25                                                                 
AB000047,fecha         ,Thu Dec 01 00:00:00 CST 2011                                            
AB000048,Descripcion   ,24K BRILLIANT GOLD MICHAEL KORS DAMA PERFUME 100                        
AB000048,Linea         ,Perfumeria                                                              
AB000048,CostoPromedio ,1250                                                                    
AB000048,CodigoCliente ,F888291                                                                 
AB000048,NombreCliente ,Wesley Oneill                                                           
AB000048,CodigoTienda  ,T10                                                                     
AB000048,NombreTienda  ,Tienda 5                                                                
AB000048,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000048,Region        ,Sur                                                                     
AB000048,Departamento  ,Sacatepéquez                                                            
AB000048,CodigoPlanta  ,P9                                                                      
AB000048,NombrePlanta  ,Planta 9                                                                
AB000048,Region_1      ,Norte                                                                   
AB000048,Departamento_1,Izabal                                                                  
AB000048,cantidad      ,5                                                                       
AB000048,precio        ,1875.0                                                                  
AB000048,costo         ,1275.0                                                                  
AB000048,fecha         ,Thu Nov 01 00:00:00 CST 2012                                            
AB000048,Descripcion   ,24K BRILLIANT GOLD MICHAEL KORS DAMA PERFUME 100                        
AB000048,Linea         ,Perfumeria                                                              
AB000048,CostoPromedio ,1250                                                                    
AB000048,CodigoCliente ,T768464                                                                 
AB000048,NombreCliente ,Elaine Nielsen                                                          
AB000048,CodigoTienda  ,T34                                                                     
AB000048,NombreTienda  ,Tienda 43                                                               
AB000048,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000048,Region        ,Norte                                                                   
AB000048,Departamento  ,Huehuetenango                                                           
AB000048,CodigoPlanta  ,P5                                                                      
AB000048,NombrePlanta  ,Planta 5                                                                
AB000048,Region_1      ,Norte                                                                   
AB000048,Departamento_1,Petén                                                                   
AB000048,cantidad      ,16                                                                      
AB000048,precio        ,1875.0                                                                  
AB000048,costo         ,1218.75                                                                 
AB000048,fecha         ,Mon Feb 01 00:00:00 CST 2016                                            
AB000048,Descripcion   ,24K BRILLIANT GOLD MICHAEL KORS DAMA PERFUME 100                        
AB000048,Linea         ,Perfumeria                                                              
AB000048,CostoPromedio ,1250                                                                    
AB000048,CodigoCliente ,TN43869                                                                 
AB000048,NombreCliente ,Lobortis PC                                                             
AB000048,CodigoTienda  ,T36                                                                     
AB000048,NombreTienda  ,Tienda 43                                                               
AB000048,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000048,Region        ,Norte                                                                   
AB000048,Departamento  ,Huehuetenango                                                           
AB000048,CodigoPlanta  ,P1                                                                      
AB000048,NombrePlanta  ,Planta 1                                                                
AB000048,Region_1      ,Norte                                                                   
AB000048,Departamento_1,Guatemala                                                               
AB000048,cantidad      ,5                                                                       
AB000048,precio        ,1875.0                                                                  
AB000048,costo         ,937.5                                                                   
AB000048,fecha         ,Tue Aug 01 00:00:00 CST 2006                                            
AB000049,Descripcion   ,273 FRED HAYMAN ?S DAMA PERFUME 75                                      
AB000049,Linea         ,Perfumeria                                                              
AB000049,CostoPromedio ,431                                                                     
AB000049,CodigoCliente ,J536193                                                                 
AB000049,NombreCliente ,Glenna Waters                                                           
AB000049,CodigoTienda  ,T37                                                                     
AB000049,NombreTienda  ,Tienda 43                                                               
AB000049,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000049,Region        ,Norte                                                                   
AB000049,Departamento  ,Huehuetenango                                                           
AB000049,CodigoPlanta  ,P6                                                                      
AB000049,NombrePlanta  ,Planta 6                                                                
AB000049,Region_1      ,Occidente                                                               
AB000049,Departamento_1,Quetzaltenango                                                          
AB000049,cantidad      ,6                                                                       
AB000049,precio        ,646.5                                                                   
AB000049,costo         ,627.105                                                                 
AB000049,fecha         ,Mon Aug 01 00:00:00 CST 2005                                            
AB000049,Descripcion   ,273 FRED HAYMAN ?S DAMA PERFUME 75                                      
AB000049,Linea         ,Perfumeria                                                              
AB000049,CostoPromedio ,431                                                                     
AB000049,CodigoCliente ,K965918                                                                 
AB000049,NombreCliente ,Lucian Fleming                                                          
AB000049,CodigoTienda  ,T37                                                                     
AB000049,NombreTienda  ,Tienda 43                                                               
AB000049,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000049,Region        ,Norte                                                                   
AB000049,Departamento  ,Huehuetenango                                                           
AB000049,CodigoPlanta  ,P5                                                                      
AB000049,NombrePlanta  ,Planta 5                                                                
AB000049,Region_1      ,Norte                                                                   
AB000049,Departamento_1,Petén                                                                   
AB000049,cantidad      ,6                                                                       
AB000049,precio        ,646.5                                                                   
AB000049,costo         ,374.97                                                                  
AB000049,fecha         ,Sat Feb 01 00:00:00 CST 2014                                            
AB000049,Descripcion   ,273 FRED HAYMAN ?S DAMA PERFUME 75                                      
AB000049,Linea         ,Perfumeria                                                              
AB000049,CostoPromedio ,431                                                                     
AB000049,CodigoCliente ,MA31163                                                                 
AB000049,NombreCliente ,Feugiat Tellus Lorem Incorporated                                       
AB000049,CodigoTienda  ,T31                                                                     
AB000049,NombreTienda  ,Tienda 43                                                               
AB000049,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000049,Region        ,Norte                                                                   
AB000049,Departamento  ,Huehuetenango                                                           
AB000049,CodigoPlanta  ,P9                                                                      
AB000049,NombrePlanta  ,Planta 9                                                                
AB000049,Region_1      ,Norte                                                                   
AB000049,Departamento_1,Izabal                                                                  
AB000049,cantidad      ,24                                                                      
AB000049,precio        ,646.5                                                                   
AB000049,costo         ,478.41                                                                  
AB000049,fecha         ,Wed Apr 01 00:00:00 CST 2009                                            
AB000050,Descripcion   ,273 RED FRED HAYMAN ?S DAMA PERFUME 75                                  
AB000050,Linea         ,Perfumeria                                                              
AB000050,CostoPromedio ,355                                                                     
AB000050,CodigoCliente ,LZ68724                                                                 
AB000050,NombreCliente ,Sed Auctor Odio Foundation                                              
AB000050,CodigoTienda  ,T12                                                                     
AB000050,NombreTienda  ,Tienda 5                                                                
AB000050,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000050,Region        ,Sur                                                                     
AB000050,Departamento  ,Sacatepéquez                                                            
AB000050,CodigoPlanta  ,P3                                                                      
AB000050,NombrePlanta  ,Planta 3                                                                
AB000050,Region_1      ,Norte                                                                   
AB000050,Departamento_1,El Progreso                                                             
AB000050,cantidad      ,3                                                                       
AB000050,precio        ,532.5                                                                   
AB000050,costo         ,282.225                                                                 
AB000050,fecha         ,Fri Jan 01 00:00:00 CST 2010                                            
AB000051,Descripcion   ,360 PERRY ELLIS DAMA TOILETTE 100                                       
AB000051,Linea         ,Perfumeria                                                              
AB000051,CostoPromedio ,390                                                                     
AB000051,CodigoCliente ,R734251                                                                 
AB000051,NombreCliente ,Audra Madden                                                            
AB000051,CodigoTienda  ,T18                                                                     
AB000051,NombreTienda  ,Tienda 5                                                                
AB000051,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000051,Region        ,Sur                                                                     
AB000051,Departamento  ,Sacatepéquez                                                            
AB000051,CodigoPlanta  ,P2                                                                      
AB000051,NombrePlanta  ,Planta 2                                                                
AB000051,Region_1      ,Norte                                                                   
AB000051,Departamento_1,Escuintla                                                               
AB000051,cantidad      ,14                                                                      
AB000051,precio        ,585.0                                                                   
AB000051,costo         ,391.95                                                                  
AB000051,fecha         ,Sun Oct 01 00:00:00 CST 2006                                            
AB000051,Descripcion   ,360 PERRY ELLIS DAMA TOILETTE 100                                       
AB000051,Linea         ,Perfumeria                                                              
AB000051,CostoPromedio ,390                                                                     
AB000051,CodigoCliente ,V177975                                                                 
AB000051,NombreCliente ,Hakeem Stephens                                                         
AB000051,CodigoTienda  ,T18                                                                     
AB000051,NombreTienda  ,Tienda 5                                                                
AB000051,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000051,Region        ,Sur                                                                     
AB000051,Departamento  ,Sacatepéquez                                                            
AB000051,CodigoPlanta  ,P2                                                                      
AB000051,NombrePlanta  ,Planta 2                                                                
AB000051,Region_1      ,Norte                                                                   
AB000051,Departamento_1,Escuintla                                                               
AB000051,cantidad      ,20                                                                      
AB000051,precio        ,585.0                                                                   
AB000051,costo         ,549.9                                                                   
AB000051,fecha         ,Sun Jan 01 00:00:00 CST 2017                                            
AB000051,Descripcion   ,360 PERRY ELLIS DAMA TOILETTE 100                                       
AB000051,Linea         ,Perfumeria                                                              
AB000051,CostoPromedio ,390                                                                     
AB000051,CodigoCliente ,NX96558                                                                 
AB000051,NombreCliente ,Penatibus Incorporated                                                  
AB000051,CodigoTienda  ,T3                                                                      
AB000051,NombreTienda  ,Tienda 43                                                               
AB000051,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000051,Region        ,Norte                                                                   
AB000051,Departamento  ,Huehuetenango                                                           
AB000051,CodigoPlanta  ,P5                                                                      
AB000051,NombrePlanta  ,Planta 5                                                                
AB000051,Region_1      ,Norte                                                                   
AB000051,Departamento_1,Petén                                                                   
AB000051,cantidad      ,4                                                                       
AB000051,precio        ,585.0                                                                   
AB000051,costo         ,462.15                                                                  
AB000051,fecha         ,Wed Sep 01 00:00:00 CST 2010                                            
AB000052,Descripcion   ,360 BLACK PERRY ELLIS DAMA PERFUME 100                                  
AB000052,Linea         ,Perfumeria                                                              
AB000052,CostoPromedio ,376                                                                     
AB000052,CodigoCliente ,E628927                                                                 
AB000052,NombreCliente ,Alma Ballard                                                            
AB000052,CodigoTienda  ,T4                                                                      
AB000052,NombreTienda  ,Tienda 43                                                               
AB000052,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000052,Region        ,Norte                                                                   
AB000052,Departamento  ,Huehuetenango                                                           
AB000052,CodigoPlanta  ,P8                                                                      
AB000052,NombrePlanta  ,Planta 8                                                                
AB000052,Region_1      ,Sur                                                                     
AB000052,Departamento_1,San Marcos                                                              
AB000052,cantidad      ,23                                                                      
AB000052,precio        ,564.0                                                                   
AB000052,costo         ,496.32                                                                  
AB000052,fecha         ,Mon Oct 01 00:00:00 CST 2007                                            
AB000053,Descripcion   ,360 BLUE PERRY ELLIS DAMA PERFUME 100                                   
AB000053,Linea         ,Perfumeria                                                              
AB000053,CostoPromedio ,455                                                                     
AB000053,CodigoCliente ,H455964                                                                 
AB000053,NombreCliente ,Bruno Burks                                                             
AB000053,CodigoTienda  ,T14                                                                     
AB000053,NombreTienda  ,Tienda 5                                                                
AB000053,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000053,Region        ,Sur                                                                     
AB000053,Departamento  ,Sacatepéquez                                                            
AB000053,CodigoPlanta  ,P2                                                                      
AB000053,NombrePlanta  ,Planta 2                                                                
AB000053,Region_1      ,Norte                                                                   
AB000053,Departamento_1,Escuintla                                                               
AB000053,cantidad      ,18                                                                      
AB000053,precio        ,682.5                                                                   
AB000053,costo         ,505.05                                                                  
AB000053,fecha         ,Thu Mar 01 00:00:00 CST 2012                                            
AB000053,Descripcion   ,360 BLUE PERRY ELLIS DAMA PERFUME 100                                   
AB000053,Linea         ,Perfumeria                                                              
AB000053,CostoPromedio ,455                                                                     
AB000053,CodigoCliente ,QX64757                                                                 
AB000053,NombreCliente ,Ligula Ltd                                                              
AB000053,CodigoTienda  ,T6                                                                      
AB000053,NombreTienda  ,Tienda 43                                                               
AB000053,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000053,Region        ,Norte                                                                   
AB000053,Departamento  ,Huehuetenango                                                           
AB000053,CodigoPlanta  ,P9                                                                      
AB000053,NombrePlanta  ,Planta 9                                                                
AB000053,Region_1      ,Norte                                                                   
AB000053,Departamento_1,Izabal                                                                  
AB000053,cantidad      ,11                                                                      
AB000053,precio        ,682.5                                                                   
AB000053,costo         ,457.275                                                                 
AB000053,fecha         ,Sun Jun 01 00:00:00 CST 2014                                            
AB000053,Descripcion   ,360 BLUE PERRY ELLIS DAMA PERFUME 100                                   
AB000053,Linea         ,Perfumeria                                                              
AB000053,CostoPromedio ,455                                                                     
AB000053,CodigoCliente ,CL79515                                                                 
AB000053,NombreCliente ,Amet Nulla Donec LLP                                                    
AB000053,CodigoTienda  ,T26                                                                     
AB000053,NombreTienda  ,Tienda 42                                                               
AB000053,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000053,Region        ,Sur                                                                     
AB000053,Departamento  ,Sacatepéquez                                                            
AB000053,CodigoPlanta  ,P2                                                                      
AB000053,NombrePlanta  ,Planta 2                                                                
AB000053,Region_1      ,Norte                                                                   
AB000053,Departamento_1,Escuintla                                                               
AB000053,cantidad      ,17                                                                      
AB000053,precio        ,682.5                                                                   
AB000053,costo         ,361.725                                                                 
AB000053,fecha         ,Mon Aug 01 00:00:00 CST 2005                                            
AB000054,Descripcion   ,360 COLLECTION PERRY ELLIS DAMA PERFUME 100                             
AB000054,Linea         ,Perfumeria                                                              
AB000054,CostoPromedio ,571                                                                     
AB000054,CodigoCliente ,NW63423                                                                 
AB000054,NombreCliente ,Pellentesque A Ltd                                                      
AB000054,CodigoTienda  ,T41                                                                     
AB000054,NombreTienda  ,Tienda 43                                                               
AB000054,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000054,Region        ,Norte                                                                   
AB000054,Departamento  ,Huehuetenango                                                           
AB000054,CodigoPlanta  ,P5                                                                      
AB000054,NombrePlanta  ,Planta 5                                                                
AB000054,Region_1      ,Norte                                                                   
AB000054,Departamento_1,Petén                                                                   
AB000054,cantidad      ,17                                                                      
AB000054,precio        ,856.5                                                                   
AB000054,costo         ,787.98                                                                  
AB000054,fecha         ,Mon Jun 01 00:00:00 CST 2009                                            
AB000055,Descripcion   ,360 CORAL PERRY ELLIS DAMA PERFUME 100                                  
AB000055,Linea         ,Perfumeria                                                              
AB000055,CostoPromedio ,540                                                                     
AB000055,CodigoCliente ,YC43217                                                                 
AB000055,NombreCliente ,Non Quam Pellentesque Inc.                                              
